timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Abbasid Caliphate,abbasid-caliphate,"Major political, military, and cultural milestones in the history of the Abbasid Caliphate.",history,18,1055,year,Seljuks enter Baghdad,Sunni revival under Seljuk protection altered the political balance around the caliphate.,4,Baghdad,,Encyclopaedia Britannica,https://www.britannica.com/topic/Abbasid-dynasty,0.95,caliphate;islam;empire
Timeline of the Abbasid Caliphate,abbasid-caliphate,"Major political, military, and cultural milestones in the history of the Abbasid Caliphate.",history,19,1099,year,Crusaders capture Jerusalem,The Crusades changed the broader political environment of the Abbasid world.,3,Jerusalem,,Encyclopaedia Britannica,https://www.britannica.com/topic/Abbasid-dynasty,0.95,caliphate;islam;empire
Timeline of the Abbasid Caliphate,abbasid-caliphate,"Major political, military, and cultural milestones in the history of the Abbasid Caliphate.",history,20,1258,year,Mongols sack Baghdad,The Mongol conquest ended the Abbasid Caliphate in Baghdad.,5,Baghdad,,Encyclopaedia Britannica,https://www.britannica.com/topic/Abbasid-dynasty,0.95,caliphate;islam;empire
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,1,1952,year,Egyptian Free Officers seize power,"The Egyptian monarchy was overthrown, reshaping the politics that led to the Suez Crisis.",4,Cairo,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,2,1954,year,Anglo-Egyptian agreement on canal zone,Britain agreed to withdraw troops from the Suez Canal base.,4,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,3,1955,year,Egyptian-Czechoslovak arms deal,Egypt's arms agreement signaled a new regional alignment during the Cold War.,4,Cairo,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,4,1956-07-19,day,US and Britain withdraw Aswan Dam financing,Western withdrawal of financing heightened tensions with Nasser.,4,Washington and London,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,5,1956-07-26,day,Nasser nationalizes the Suez Canal,"Egypt nationalized the canal company, triggering the crisis.",5,Alexandria,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,6,1956-08,month,London conference on the canal convenes,Major powers attempted to negotiate the canal dispute.,3,London,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,7,1956-09,month,Menzies mission fails,Efforts to persuade Nasser to reverse nationalization failed.,3,Cairo,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,8,1956-10-14,day,UN debate intensifies over the canal dispute,Diplomatic efforts at the United Nations failed to resolve the crisis.,3,New York,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,9,1956-10-24,day,Protocol of Sèvres agreed,"Israel, Britain, and France secretly coordinated a military plan against Egypt.",5,Sèvres,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,10,1956-10-29,day,Israel invades Sinai,Israeli forces began the military phase of the crisis.,5,Sinai,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,11,1956-10-30,day,Britain and France issue ultimatum,The two powers demanded Egyptian and Israeli withdrawal from the canal zone.,4,London and Paris,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,12,1956-10-31,day,British and French bombing begins,Anglo-French air attacks on Egypt opened the intervention.,5,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,13,1956-11-01,day,UN General Assembly takes up crisis,The United Nations moved to address the fighting after Security Council deadlock.,4,New York,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,14,1956-11-05,day,Anglo-French landings at Port Said,British and French forces landed near the canal.,5,Port Said,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,15,1956-11-06,day,Cease-fire accepted,International pressure forced a halt to the Anglo-French-Israeli operation.,5,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,16,1956-11-07,day,First UN Emergency Force approved,The UN created its first large peacekeeping force to supervise the cease-fire.,5,New York,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,17,1956-12,month,British and French withdrawal begins,Military withdrawal followed the collapse of the intervention.,4,Egypt,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,18,1957-03,month,Israeli withdrawal completed,Israel withdrew from Sinai and Gaza under international pressure.,4,Sinai and Gaza,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,19,1957-04,month,Suez Canal reopens,The canal resumed operation after the crisis and clearance work.,4,Suez Canal,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the Suez Crisis,suez-crisis,Major diplomatic and military milestones of the 1956 Suez Crisis.,politics,20,1957,year,Nasser emerges politically strengthened,The crisis accelerated decolonization and elevated Nasser's prestige.,4,Arab world,,Encyclopaedia Britannica,https://www.britannica.com/event/Suez-Crisis,0.95,crisis;egypt;decolonization
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,1,1859,year,Darwin publishes On the Origin of Species,Evolutionary theory intensified scientific interest in heredity.,4,London,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,2,1866,year,Mendel publishes pea plant experiments,Gregor Mendel set out the basic statistical laws of inheritance.,5,Brno,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,3,1869,year,Miescher isolates nuclein,Friedrich Miescher identified a substance later recognized as DNA.,4,Tübingen,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,4,1888,year,Term chromosome introduced,The chromosome concept became part of the study of heredity.,3,Germany,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,5,1900,year,Mendel's work rediscovered,Several scientists independently revived Mendelian inheritance.,5,Europe,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,6,1902,year,Sutton and Boveri advance chromosome theory,Inheritance was linked more directly to chromosomes.,5,United States and Germany,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,7,1905,year,Bateson popularizes the term genetics,The new field acquired its enduring name.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,8,1910,year,Morgan demonstrates sex-linked inheritance,Fruit fly experiments firmly connected genes with chromosomes.,5,Columbia University,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,9,1913,year,First genetic linkage map produced,Alfred Sturtevant created the first gene map.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,10,1928,year,Griffith discovers bacterial transformation,Transformation hinted that heredity could be transferred chemically.,4,London,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,11,1941,year,One gene-one enzyme hypothesis proposed,Beadle and Tatum connected genes with biochemical function.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,12,1944,year,"Avery, MacLeod, and McCarty identify DNA as genetic material",Their work strongly implicated DNA in heredity.,5,New York,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,13,1952,year,Hershey-Chase experiment confirms DNA role,Bacteriophage experiments reinforced DNA's central role in heredity.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,14,1953,year,DNA double helix described,Watson and Crick proposed the double-helix structure of DNA.,5,Cambridge,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,15,1961,year,Genetic code begins to be deciphered,Key experiments advanced understanding of how nucleotide sequences encode proteins.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,16,1973,year,Recombinant DNA methods developed,Modern genetic engineering began with recombinant DNA techniques.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,17,1977,year,DNA sequencing methods introduced,Rapid sequencing transformed molecular genetics.,5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,18,1983,year,PCR invented,Polymerase chain reaction made DNA amplification routine.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,19,1990,year,Human Genome Project launched,A major international effort began to map and sequence the human genome.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,20,2003,year,Human Genome Project completed,A landmark reference sequence of the human genome was announced.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the History of Genetics,history-of-genetics,Major milestones in the development of genetics from inheritance studies to genomic science.,science,21,2012,year,CRISPR gene editing transformed genetics,CRISPR-Cas9 emerged as a powerful gene-editing tool.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/genetics,0.95,science;genetics;biology
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,1,1941-06-22,day,Germany invades the Soviet Union,Operation Barbarossa created the broader eastern front that led to Stalingrad.,4,Soviet Union,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,2,1942-04,month,Hitler issues Directive No. 41,The German summer offensive was planned with the Caucasus and Volga in mind.,4,Germany,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,3,1942-06-28,day,Operation Blue begins,German forces launched their 1942 summer offensive in southern Russia.,5,Southern Soviet Union,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,4,1942-07-17,day,Battle of Stalingrad begins,Fighting opened on the approaches to Stalingrad.,5,Stalingrad region,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,5,1942-07-28,day,Order No. 227 issued,Stalin's No Step Back order hardened Soviet resistance.,4,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,6,1942-08-23,day,Luftwaffe devastates Stalingrad,A massive air attack turned much of the city into ruins.,5,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,7,1942-09,month,German assault enters the city,Urban combat intensified inside Stalingrad.,5,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,8,1942-09-13,day,Fighting for central Stalingrad intensifies,Combat around key positions became ferocious house-to-house warfare.,5,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,9,1942-09,month,Mamayev Kurgan contested,The hill became one of the battle's most fiercely fought positions.,4,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,10,1942-09,month,Red October factory battle begins,Industrial districts became major centers of resistance.,4,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,11,1942-10,month,Barrikady factory fighting peaks,The struggle for the factory district symbolized the brutality of the battle.,4,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,12,1942-10,month,Volga crossings sustain Soviet defense,Soviet reinforcements and supplies continued crossing the Volga under fire.,4,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,13,1942-11-19,day,Operation Uranus begins,The Red Army launched a major counteroffensive against Axis flanks.,5,Stalingrad front,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,14,1942-11-23,day,German Sixth Army encircled,Soviet forces closed the ring around Stalingrad.,5,Kalach region,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,15,1942-12-12,day,Operation Winter Storm begins,German forces attempted to relieve the encircled Sixth Army.,4,Kotelnikovo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,16,1942-12-23,day,Relief attempt fails,The German relief effort broke down before reaching Stalingrad.,5,Southern front,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,17,1943-01-10,day,Operation Ring begins,Soviet forces began the final reduction of the encircled pocket.,5,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,18,1943-01-31,day,Paulus surrenders southern pocket,Field Marshal Friedrich Paulus capitulated with the southern part of the Sixth Army.,5,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,19,1943-02-02,day,Battle ends with final German surrender,Remaining Axis resistance in Stalingrad ended.,5,Stalingrad,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Battle of Stalingrad,battle-of-stalingrad,Major military milestones of the Battle of Stalingrad during the Second World War.,war,20,1943-02,month,Soviet victory transforms the eastern front,The battle became a decisive turning point in the war against Germany.,5,Eastern Front,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Stalingrad,0.95,war;stalingrad;world-war-ii
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,1,1914,year,First World War begins,The war intensified Italy's social and political tensions and shaped postwar radicalism.,3,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,2,1915,year,Italy enters the First World War,War mobilization and sacrifice helped fuel the resentments later exploited by Fascism.,3,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,3,1919-03-23,day,Fasci di Combattimento founded,Benito Mussolini founded the Fascist movement in Milan.,5,Milan,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,4,1919,year,Postwar unrest deepens,"Strikes, inflation, and political polarization destabilized liberal Italy.",4,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,5,1920,year,Factory occupations spread,Class conflict and fears of revolution broadened support for anti-socialist violence.,4,Northern Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,6,1921,year,National Fascist Party founded,The Fascist movement reorganized as a political party.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,7,1921,year,Squadrist violence expands,Blackshirt violence became a central tool of Fascist political advance.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,8,1922-08,month,Anti-Fascist general strike fails,The failed strike strengthened Fascist claims to restore order.,4,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,9,1922-10-28,day,March on Rome begins,Fascist pressure campaign forced a constitutional crisis.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,10,1922-10-30,day,Mussolini appointed prime minister,King Victor Emmanuel III invited Mussolini to form a government.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,11,1923,year,Acerbo Law passed,Electoral reform was designed to secure a parliamentary majority for the Fascists.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,12,1924,year,Fascists dominate elections,The new electoral system delivered overwhelming parliamentary strength.,4,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,13,1924-06,month,Matteotti kidnapped and murdered,The murder of socialist deputy Giacomo Matteotti triggered a major political crisis.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,14,1925,year,Mussolini assumes dictatorial authority,Mussolini openly moved toward dictatorship after surviving the Matteotti crisis.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,15,1926,year,Opposition parties suppressed,Emergency laws destroyed most remaining political pluralism.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,16,1927,year,Charter of Labour issued,The regime advanced its corporatist vision of the state and economy.,3,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,17,1929,year,Lateran Accords signed,The settlement with the papacy strengthened the regime's legitimacy.,4,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,18,1935,year,Italy invades Ethiopia,Imperial war marked the aggressive expansionism of Fascist Italy.,4,Ethiopia,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,19,1938,year,Racial laws introduced,The regime adopted antisemitic legislation aligned more closely with Nazi Germany.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,20,1943-07-25,day,Mussolini deposed,The Fascist Grand Council and the king removed Mussolini from power.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the Rise of Fascism in Italy,rise-of-fascism-in-italy,"Major political milestones in the rise, consolidation, and collapse of Fascism in Italy.",politics,21,1945,year,Fascist regime destroyed,The fall of the Italian Social Republic ended Fascist rule in Italy.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/Fascism/Italy,0.95,italy;fascism;politics
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,1,1792,year,Chappe demonstrates optical telegraph,Claude Chappe's semaphore system marked a major advance in long-distance communication.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,2,1794,year,French semaphore line opens,France began regular use of optical telegraphy on a national line.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
