timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,8,1756,year,John Smeaton develops hydraulic cement,Smeaton's work for the Eddystone Lighthouse revives scientific cement experimentation in Britain.,5,England,,Encyclopaedia Britannica,https://www.britannica.com/biography/John-Smeaton,0.96,concrete;engineering
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,9,1796,year,Roman cement patented,James Parker patents a natural cement that becomes widely used in Britain.,4,England,,Encyclopaedia Britannica,https://www.britannica.com/technology/cement-building-material/History-of-cement,0.94,concrete;cement
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,10,1824,year,Portland cement patented,"Joseph Aspdin patents Portland cement, the dominant binder of modern concrete.",5,"Leeds, England",,Encyclopaedia Britannica,https://www.britannica.com/technology/concrete-building-material,0.98,concrete;cement
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,11,1849,year,Lambot experiments with reinforced concrete boats,Joseph-Louis Lambot demonstrates early reinforced concrete construction.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/construction/Concrete,0.92,concrete;reinforced-concrete
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,12,1867,year,Monier patents reinforced concrete,"Joseph Monier patents iron-reinforced concrete, a turning point in structural construction.",5,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/construction/Concrete,0.96,concrete;reinforced-concrete
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,13,1889,year,First reinforced concrete bridge completed,A reinforced concrete bridge at Chazelet signals growing confidence in the new material.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/technology/construction/Concrete,0.92,concrete;bridges
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,14,1903,year,Ingalls Building rises in reinforced concrete,The Cincinnati skyscraper proves reinforced concrete viable for tall commercial buildings.,4,"Cincinnati, Ohio, United States",,National Park Service,https://www.nps.gov/places/ingalls-building.htm,0.98,concrete;architecture
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,15,c. 1935,approximate,Prestressed concrete advances,Engineers refine prestressing methods that greatly increase concrete's structural range.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/technology/prestressed-concrete,0.96,concrete;engineering
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,16,1936,year,Hoover Dam completed,One of the largest concrete projects of its era demonstrates industrial-scale mass pouring.,5,"Nevada-Arizona border, United States",,Bureau of Reclamation,https://www.usbr.gov/lc/hooverdam/history/essays/dam.html,0.99,concrete;infrastructure
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,17,c. 1955,approximate,Ready-mix concrete transforms construction,Centralized batching and truck delivery make concrete cheaper and faster to use at scale.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/construction/Concrete,0.9,concrete;industry
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,18,c. 1995,approximate,High-performance concrete spreads,"Engineers deploy high-strength and high-performance mixes for bridges, towers, and severe environments.",4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/concrete-building-material,0.9,concrete;engineering
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,19,c. 2015,approximate,Roman concrete chemistry reexamined,New materials research revisits why some ancient Roman marine concretes proved exceptionally durable.,3,International,,U.S. Department of Energy,https://newscenter.lbl.gov/2013/06/04/roman-concrete/,0.97,concrete;science
Timeline of Concrete,concrete,Major milestones in concrete from ancient binders to modern low-carbon formulations.,technology,20,c. 2023,approximate,Low-carbon concrete becomes a strategic goal,"Governments and industry push new cements, supplementary materials, and carbon reduction in concrete production.",5,Global,,International Energy Agency,https://www.iea.org/reports/cement,0.98,concrete;climate
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,1,c. 2600 BCE,approximate,Indus cities build urban drains,Mohenjo-daro and Harappa develop sophisticated covered drains and household wastewater systems.,5,Indus Valley,,Encyclopaedia Britannica,https://www.britannica.com/technology/sewerage-system,0.95,sewage;urbanism
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,2,c. 2000 BCE,approximate,Minoan palaces use flushing arrangements,Bronze Age Crete develops advanced palace drainage and water conveyance works.,4,Crete,,Encyclopaedia Britannica,https://www.britannica.com/technology/sewerage-system,0.92,sewage;ancient-world
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,3,c. 600 BCE,approximate,Cloaca Maxima expanded in Rome,Rome's great drain becomes one of antiquity's best-known sewer works.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/Cloaca-Maxima,0.97,sewage;rome
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,4,c. 50,approximate,Roman sewer networks spread with urbanization,"Aqueducts, baths, and latrines encourage more organized wastewater disposal in imperial cities.",4,Roman Empire,,Encyclopaedia Britannica,https://www.britannica.com/technology/sewerage-system,0.94,sewage;rome;urbanism
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,5,1370,year,Paris begins stricter waste regulation,Late medieval authorities issue rules seeking to limit urban dumping and foul runoff.,3,"Paris, France",,Encyclopaedia Britannica,https://www.britannica.com/technology/wastewater-treatment,0.88,sewage;public-health
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,6,1596,year,Sir John Harington describes flushing toilet,"Harington designs an early flush toilet, prefiguring later water-carriage sewage systems.",4,England,,Encyclopaedia Britannica,https://www.britannica.com/technology/toilet,0.95,sewage;toilets
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,7,1775,year,Alexander Cumming patents S-trap toilet,The S-trap helps block sewer gases and becomes a crucial sanitary improvement.,5,England,,Encyclopaedia Britannica,https://www.britannica.com/technology/toilet,0.96,sewage;toilets
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,8,1842,year,Edwin Chadwick links sanitation and public health,Chadwick's report in Britain argues that drainage and sewer reform are essential to urban health.,5,United Kingdom,,UK Parliament,https://www.parliament.uk/about/living-heritage/transformingsociety/livinglearning/19thcentury/overview/publichealth/,0.98,sewage;public-health
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,9,1848,year,Public Health Act passed in Britain,The law creates a national framework for sanitary reform in rapidly industrializing towns.,5,United Kingdom,,UK Parliament,https://www.parliament.uk/about/living-heritage/transformingsociety/livinglearning/19thcentury/overview/publichealth/,0.98,sewage;law
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,10,1854,year,John Snow connects cholera to contaminated water,Snow's investigation strengthens the case for modern sewer and water reforms.,5,"London, England",,Encyclopaedia Britannica,https://www.britannica.com/biography/John-Snow-British-physician,0.97,sewage;epidemiology
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,11,1858,year,Great Stink forces London action,Extreme pollution in the Thames drives urgent investment in metropolitan sewer construction.,5,"London, England",,UK Parliament,https://www.parliament.uk/about/living-heritage/transformingsociety/towncountry/overview/thames/nostink/,0.98,sewage;london
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,12,1865,year,Bazalgette's main interceptor sewers near completion,Joseph Bazalgette's network transforms London's wastewater removal system.,5,"London, England",,Encyclopaedia Britannica,https://www.britannica.com/biography/Joseph-Bazalgette,0.96,sewage;infrastructure
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,13,1892,year,Hamburg cholera outbreak underscores sanitation failures,A major epidemic shows the deadly consequences of poor sewage and water systems.,4,"Hamburg, Germany",,Encyclopaedia Britannica,https://www.britannica.com/event/Hamburg-cholera-epidemic-of-1892,0.95,sewage;public-health
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,14,c. 1895,approximate,Activated sludge concept begins to emerge,Engineers move toward biological treatment methods for municipal wastewater.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/technology/wastewater-treatment,0.93,sewage;treatment
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,15,1914,year,Activated sludge process developed,Ardern and Lockett formalize a biological process that becomes central to wastewater treatment.,5,"Manchester, England",,Encyclopaedia Britannica,https://www.britannica.com/technology/wastewater-treatment,0.96,sewage;treatment
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,16,1948,year,U.S. federal water pollution law enacted,The Federal Water Pollution Control Act becomes a foundation for later wastewater regulation.,4,United States,,U.S. Environmental Protection Agency,https://www.epa.gov/laws-regulations/history-clean-water-act,0.99,sewage;law
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,17,1972-10-18,day,Clean Water Act signed,The modern U.S. Clean Water Act greatly expands wastewater regulation and treatment obligations.,5,United States,,U.S. Environmental Protection Agency,https://www.epa.gov/laws-regulations/history-clean-water-act,0.99,sewage;law;environment
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,18,c. 1985,approximate,Nutrient removal expands,Wastewater plants increasingly target nitrogen and phosphorus to protect rivers and lakes.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/wastewater-treatment,0.92,sewage;treatment
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,19,c. 2005,approximate,Wastewater reuse grows,"Cities adopt treated effluent reuse for irrigation, industry, and water security.",4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/wastewater-treatment,0.92,sewage;water-reuse
Timeline of Sewage,sewage,Major milestones in sewerage and wastewater treatment from ancient drains to modern sanitation.,society,20,c. 2022,approximate,Wastewater epidemiology becomes a public-health tool,Monitoring sewage for pathogens and biomarkers becomes an important early-warning method.,5,Global,,World Health Organization,https://www.who.int/publications/i/item/9789240050204,0.99,sewage;public-health;epidemiology
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,1,c. 450 BCE,approximate,Letters of safe conduct appear in Persian context,The biblical account of Nehemiah preserves an early example of official travel letters granting safe passage.,3,Achaemenid Empire,,National Geographic,https://www.nationalgeographic.com/history/article/a-history-of-the-passport,0.88,passports;travel
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,2,c. 650,approximate,Early Islamic travel letters circulate,"Expanding Islamic states use documentary practices that help merchants, pilgrims, and officials travel.",3,Middle East,,Encyclopaedia Britannica,https://www.britannica.com/topic/passport,0.9,passports;islamic-world
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,3,1414,year,Henry V issues English safe-conduct practice,English royal authority uses letters designed to identify and protect travelers abroad.,4,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/passport,0.95,passports;england
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,4,1548,year,Word passport appears in English statute,"The term passport enters English law, though it still refers broadly to travel authorization.",4,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/passport,0.96,passports;law
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,5,1641,year,Earliest surviving English passport issued,A passport signed by Charles I survives as one of the earliest extant English examples.,3,England,,UK Government,https://www.gov.uk/government/publications/historic-passport-information-caseworker-guidance/historic-passport-information-accessible,0.99,passports;england
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,6,1794,year,French Revolution normalizes passport controls,Revolutionary France makes passport checks more systematic in a period of war and political suspicion.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/topic/passport,0.94,passports;france
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,7,1855,year,British passport format standardized,Britain reforms passport issuance into a more recognizable modern document form.,4,United Kingdom,,UK Government,https://www.gov.uk/government/publications/historic-passport-information-caseworker-guidance/historic-passport-information-accessible,0.99,passports;documents
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,8,1861,year,Italy adopts national passport regime,The unification of Italy helps shift passport authority from fragmented states to a national government.,3,Italy,,Encyclopaedia Britannica,https://www.britannica.com/topic/passport,0.9,passports;nation-state
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,9,1914,year,World War I restores strict passport controls,War ends the looser travel regime of the 19th century and makes passports more universal.,5,Europe,,Encyclopaedia Britannica,https://www.britannica.com/topic/passport,0.97,passports;war
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,10,1920,year,League of Nations conference standardizes passport format,International cooperation begins harmonizing passport characteristics after the First World War.,5,"Paris, France",,Encyclopaedia Britannica,https://www.britannica.com/topic/passport,0.96,passports;international-cooperation
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,11,1922,year,Nansen Passport introduced for refugees,The League of Nations backs a special travel document for stateless refugees.,5,"Geneva, Switzerland",,Encyclopaedia Britannica,https://www.britannica.com/topic/League-of-Nations-Passport,0.97,passports;refugees
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,12,1944,year,Chicago Convention reshapes international travel governance,Civil aviation agreements create a new framework for standardized international travel documentation.,4,"Chicago, Illinois, United States",,ICAO,https://www.icao.int/about-icao/History/Pages/default.aspx,0.99,passports;aviation
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,13,1980,year,Machine-readable passport standard emerges,ICAO begins defining machine-readable travel document standards that change passport design.,5,International,,ICAO,https://www.icao.int/Security/FAL/TRIP/Pages/Publications.aspx,0.98,passports;standards
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,14,1985,year,Schengen Agreement signed,Western European states begin moving toward easier travel within a common area while preserving passport identity rules.,4,"Schengen, Luxembourg",,European Union,https://eur-lex.europa.eu/EN/legal-content/summary/the-schengen-area-and-cooperation.html,0.98,passports;europe
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,15,1992,year,European Union citizenship introduced,The Maastricht framework reshapes the political meaning of travel rights within Europe.,4,European Union,,European Parliament,https://www.europarl.europa.eu/factsheets/en/sheet/145/citizenship-of-the-union,0.99,passports;europe;citizenship
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,16,1998,year,Biometric passport development accelerates,Governments and standards bodies begin integrating biometrics more directly into travel documents.,4,International,,ICAO,https://www.icao.int/icao-pkd/epassport-basics,0.98,passports;biometrics
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,17,2005,year,First generation e-passports roll out,Electronic passports with embedded chips begin entering mass issuance in multiple countries.,5,International,,ICAO,https://www.icao.int/icao-pkd/epassport-basics,0.99,passports;epassport
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,18,2006,year,U.S. Western Hemisphere rules tighten document requirements,The United States begins raising passport requirements for travel within the Western Hemisphere.,3,United States,,U.S. Department of State,https://travel.state.gov/content/travel/en/passports/need-passport/us-mexicoborder.html,0.99,passports;law
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,19,c. 2015,approximate,Biometric and digital verification become routine,"Passport control increasingly integrates chips, facial comparison, and automated gates.",5,Global,,ICAO,https://www.icao.int/icao-pkd,0.99,passports;biometrics;digital-identity
Timeline of Passports,passports,Major milestones in passports and travel documents from letters of safe conduct to biometric e-passports.,politics,20,c. 2023,approximate,Mobile travel credentials move from pilot to policy agenda,Digital versions of passport-linked identity documents enter testing and phased deployment.,4,International,,ICAO,https://www.icao.int/Security/FAL/TRIP/Pages/Digital-Travel-Credential-%28DTC%29.aspx,0.99,passports;digital-identity
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,1,c. 3000 BCE,approximate,Bottomry-like risk sharing appears in ancient trade,Early maritime and caravan trade uses contracts that spread the financial risk of loss.,4,Mesopotamia,,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.96,insurance;trade
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,2,c. 1750 BCE,approximate,Code of Hammurabi recognizes commercial risk contracts,Babylonian law includes provisions related to loans and shipment risk.,4,Babylonia,,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.95,insurance;law
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,3,c. 600 BCE,approximate,Bottomry used in Indian Ocean trade,South Asian merchants use forms of maritime risk transfer resembling insurance.,3,South Asia,,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.92,insurance;trade
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,4,4th century BCE,approximate,Greek merchants use bottomry widely,Classical Greek commerce relies on maritime loans that include compensation for peril at sea.,4,Greek world,,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.95,insurance;marine-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,5,c. 1150,approximate,Guild mutual aid expands in Europe,"Craft and merchant guilds organize funds to support members after loss, illness, or death.",4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.9,insurance;mutual-aid
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,6,1347,year,Earliest known marine insurance contract survives,A Genoese contract provides one of the clearest surviving medieval examples of marine insurance.,5,"Genoa, Italy",,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.97,insurance;marine-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,7,1666,year,Great Fire of London spurs fire insurance,The destruction of London encourages organized property insurance against urban fire.,5,"London, England",,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.97,insurance;fire-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,8,1688,year,Lloyd's coffee house becomes insurance hub,Edward Lloyd's coffee house develops into a central marketplace for marine insurance information and underwriting.,5,"London, England",,Lloyd's,https://www.lloyds.com/about-lloyds/history,0.99,insurance;marine-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,9,1693,year,Halley publishes mortality table,Edmond Halley's life table helps make life insurance more mathematically grounded.,5,"London, England",,Encyclopaedia Britannica,https://www.britannica.com/biography/Edmond-Halley,0.96,insurance;actuarial-science
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,10,1706,year,Amicable Society founded,The Amicable Society for a Perpetual Assurance Office becomes a landmark in life insurance history.,5,"London, England",,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.96,insurance;life-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,11,1735,year,First American insurance company organized,The Friendly Society for the Mutual Insuring of Houses Against Fire is founded in Charleston.,4,"Charleston, South Carolina, United States",,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.95,insurance;fire-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,12,1752,year,Franklin backs Philadelphia fire insurance,"Benjamin Franklin helps found the Philadelphia Contributionship, a key mutual insurer.",4,"Philadelphia, Pennsylvania, United States",,The Philadelphia Contributionship,https://www.thecontributionship.com/about-us/history,0.98,insurance;fire-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,13,1762,year,Equitable Life introduces actuarial pricing,The Society for Equitable Assurances helps establish modern life-insurance premium calculation.,5,"London, England",,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.96,insurance;actuarial-science
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,14,1848,year,Accident insurance begins to expand,Railway travel and industrialization stimulate the growth of accident insurance.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/money/insurance/Historical-development-of-insurance,0.94,insurance;accident-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,15,c. 1885,approximate,Liability insurance broadens,Industrial societies develop stronger demand for liability coverage tied to business risk.,4,Europe and North America,,Encyclopaedia Britannica,https://www.britannica.com/money/insurance,0.9,insurance;liability
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,16,1911,year,National Insurance Act passed in Britain,The act creates contributory social insurance for sickness and unemployment.,5,United Kingdom,,UK Parliament,https://www.parliament.uk/about/living-heritage/transformingsociety/livinglearning/19thcentury/overview/socialreform/,0.97,insurance;social-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,17,1935,year,U.S. Social Security Act enacted,The New Deal creates a major public insurance framework for old age and unemployment.,5,United States,,Social Security Administration,https://www.ssa.gov/history/35act.html,0.99,insurance;social-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,18,1965,year,Medicare and Medicaid created,The United States adds major public health-insurance programs for older adults and low-income groups.,5,United States,,U.S. Centers for Medicare & Medicaid Services,https://www.cms.gov/about-cms/who-we-are/history,0.99,insurance;health-insurance
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,19,c. 1995,approximate,Catastrophe modeling reshapes underwriting,Computational catastrophe models change pricing and reinsurance strategy for large-scale risks.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/money/insurance,0.88,insurance;risk
Timeline of Insurance,insurance,Major milestones in risk-sharing and insurance from ancient maritime contracts to modern regulation.,finance,20,2010,year,Affordable Care Act enacted,The ACA becomes a major modern restructuring of health-insurance markets and coverage in the United States.,5,United States,,U.S. Congress,https://www.congress.gov/bill/111th-congress/house-bill/3590,0.99,insurance;health-insurance;law
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,1,c. 1500 BCE,approximate,Egyptian prosthetic toe used,An artificial toe from ancient Egypt is one of the earliest known functional prosthetic devices.,5,Ancient Egypt,,PubMed,https://pubmed.ncbi.nlm.nih.gov/17973673/,0.98,prosthetics;ancient-world
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,2,c. 300 BCE,approximate,Capua leg constructed,A bronze-and-wood prosthetic leg from Italy becomes one of the best-known ancient artificial limbs.,5,"Capua, Italy",,MedlinePlus Magazine,https://magazine.medlineplus.gov/article/prosthetics-through-the-ages,0.96,prosthetics;rome
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,3,c. 500,approximate,Early medieval artificial feet appear in Europe,Archaeological finds show continued use of wooden and metal limb substitutes after antiquity.,3,Europe,,MedlinePlus Magazine,https://magazine.medlineplus.gov/article/prosthetics-through-the-ages,0.95,prosthetics;europe
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,4,1508,year,Götz von Berlichingen receives iron hand,The knight's articulated iron hand becomes a famous example of early mechanical prosthetics.,4,Holy Roman Empire,,Encyclopaedia Britannica,https://www.britannica.com/biography/Gotz-von-Berlichingen,0.95,prosthetics;war
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,5,1575,year,Ambroise Paré publishes prosthetic designs,Paré's work helps establish prosthetics as a medical and mechanical discipline.,5,France,,PubMed Central,https://pmc.ncbi.nlm.nih.gov/articles/PMC3664166/,0.97,prosthetics;medicine
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,6,1696,year,Verduyn introduces non-locking below-knee prosthesis,Pieter Verduyn designs a prosthesis with advances in suspension and jointing.,4,Netherlands,,Encyclopaedia Britannica,https://www.britannica.com/science/prosthesis,0.92,prosthetics;engineering
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,7,1800,year,Napoleonic wars increase prosthetic demand,Large numbers of amputees drive more systematic production of artificial limbs.,3,Europe,,Encyclopaedia Britannica,https://www.britannica.com/science/prosthesis,0.88,prosthetics;war
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,8,1863,year,Palmer leg gains prominence,The American Civil War accelerates adoption of improved articulated limb designs such as the Palmer leg.,4,United States,,National Museum of Civil War Medicine,https://www.civilwarmed.org/prosthetics/,0.97,prosthetics;war
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,9,1915,year,Modern prosthetic services expand during World War I,Industrial warfare leads states to organize rehabilitation and prosthetic provision on a new scale.,4,Europe,,Encyclopaedia Britannica,https://www.britannica.com/science/prosthesis,0.9,prosthetics;rehabilitation
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,10,1945,year,Postwar rehabilitation era accelerates,"World War II casualties stimulate government-backed research in sockets, materials, and mobility training.",5,United States and Europe,,Encyclopaedia Britannica,https://www.britannica.com/science/prosthetics,0.94,prosthetics;rehabilitation
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,11,1946,year,U.S. National Academy launches artificial limb program,A major research initiative begins coordinated modern prosthetics development in the United States.,5,United States,,National Academies Press,https://nap.nationalacademies.org/read/9978/chapter/1,0.99,prosthetics;research
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,12,c. 1955,approximate,Plastics and lighter materials spread,"New materials make prostheses lighter, more durable, and easier to customize.",4,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/prosthesis,0.9,prosthetics;materials
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,13,c. 1975,approximate,Myoelectric arms enter clinical use,Electrical signals from residual muscles begin controlling powered prosthetic hands and arms.,5,Europe and North America,,Encyclopaedia Britannica,https://www.britannica.com/science/prosthesis,0.94,prosthetics;electronics
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,14,c. 1985,approximate,Carbon-fiber feet improve athletic movement,Composite spring-like feet transform mobility for many lower-limb amputees.,5,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/prosthesis,0.93,prosthetics;materials;mobility
