timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,5,1970,year,Key development 5,Editorial milestone 5 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,6,1971,year,Key development 6,Editorial milestone 6 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,7,1972,year,Key development 7,Editorial milestone 7 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,8,1973,year,Key development 8,Editorial milestone 8 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,9,1974,year,Key development 9,Editorial milestone 9 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,10,1975,year,Key development 10,Editorial milestone 10 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,11,1976,year,Key development 11,Editorial milestone 11 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,12,1977,year,Key development 12,Editorial milestone 12 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,13,1978,year,Key development 13,Editorial milestone 13 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,14,1979,year,Key development 14,Editorial milestone 14 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,15,1980,year,Key development 15,Editorial milestone 15 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,16,1981,year,Key development 16,Editorial milestone 16 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,17,1982,year,Key development 17,Editorial milestone 17 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,18,1983,year,Key development 18,Editorial milestone 18 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,19,1984,year,Key development 19,Editorial milestone 19 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Cultural Revolution in China,cultural-revolution-china,Chronology of timeline of the cultural revolution in china.,history,20,1985,year,Key development 20,Editorial milestone 20 in the chronology of timeline of the cultural revolution in china.,3,,,Britannica,https://www.britannica.com/event/Cultural-Revolution,0.90,cultural;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,1,1905,year,Key development 1,Editorial milestone 1 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,2,1906,year,Key development 2,Editorial milestone 2 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,3,1907,year,Key development 3,Editorial milestone 3 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,4,1908,year,Key development 4,Editorial milestone 4 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,5,1909,year,Key development 5,Editorial milestone 5 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,6,1910,year,Key development 6,Editorial milestone 6 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,7,1911,year,Key development 7,Editorial milestone 7 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,8,1912,year,Key development 8,Editorial milestone 8 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,9,1913,year,Key development 9,Editorial milestone 9 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,10,1914,year,Key development 10,Editorial milestone 10 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,11,1915,year,Key development 11,Editorial milestone 11 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,12,1916,year,Key development 12,Editorial milestone 12 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,13,1917,year,Key development 13,Editorial milestone 13 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,14,1918,year,Key development 14,Editorial milestone 14 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,15,1919,year,Key development 15,Editorial milestone 15 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,16,1920,year,Key development 16,Editorial milestone 16 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,17,1921,year,Key development 17,Editorial milestone 17 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,18,1922,year,Key development 18,Editorial milestone 18 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,19,1923,year,Key development 19,Editorial milestone 19 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Iranian Constitutional Revolution,iranian-constitutional-revolution,Chronology of timeline of the iranian constitutional revolution.,politics,20,1924,year,Key development 20,Editorial milestone 20 in the chronology of timeline of the iranian constitutional revolution.,3,,,Britannica,https://www.britannica.com/event/Iranian-Revolution,0.90,iranian;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,1,869,year,Key development 1,Editorial milestone 1 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,2,870,year,Key development 2,Editorial milestone 2 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,3,871,year,Key development 3,Editorial milestone 3 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,4,872,year,Key development 4,Editorial milestone 4 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,5,873,year,Key development 5,Editorial milestone 5 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,6,874,year,Key development 6,Editorial milestone 6 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,7,875,year,Key development 7,Editorial milestone 7 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,8,876,year,Key development 8,Editorial milestone 8 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,9,877,year,Key development 9,Editorial milestone 9 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,10,878,year,Key development 10,Editorial milestone 10 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,11,879,year,Key development 11,Editorial milestone 11 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,12,880,year,Key development 12,Editorial milestone 12 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,13,881,year,Key development 13,Editorial milestone 13 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,14,882,year,Key development 14,Editorial milestone 14 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,15,883,year,Key development 15,Editorial milestone 15 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,16,884,year,Key development 16,Editorial milestone 16 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,17,885,year,Key development 17,Editorial milestone 17 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,18,886,year,Key development 18,Editorial milestone 18 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,19,887,year,Key development 19,Editorial milestone 19 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Zanj Rebellion,zanj-rebellion,Chronology of timeline of the zanj rebellion.,history,20,888,year,Key development 20,Editorial milestone 20 in the chronology of timeline of the zanj rebellion.,3,,,Britannica,https://www.britannica.com/event/Zanj-rebellion,0.90,zanj;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,1,1921,year,Key development 1,Editorial milestone 1 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,2,1922,year,Key development 2,Editorial milestone 2 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,3,1923,year,Key development 3,Editorial milestone 3 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,4,1924,year,Key development 4,Editorial milestone 4 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,5,1925,year,Key development 5,Editorial milestone 5 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,6,1926,year,Key development 6,Editorial milestone 6 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,7,1927,year,Key development 7,Editorial milestone 7 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,8,1928,year,Key development 8,Editorial milestone 8 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,9,1929,year,Key development 9,Editorial milestone 9 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,10,1930,year,Key development 10,Editorial milestone 10 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,11,1931,year,Key development 11,Editorial milestone 11 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,12,1932,year,Key development 12,Editorial milestone 12 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,13,1933,year,Key development 13,Editorial milestone 13 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,14,1934,year,Key development 14,Editorial milestone 14 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,15,1935,year,Key development 15,Editorial milestone 15 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,16,1936,year,Key development 16,Editorial milestone 16 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,17,1937,year,Key development 17,Editorial milestone 17 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,18,1938,year,Key development 18,Editorial milestone 18 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,19,1939,year,Key development 19,Editorial milestone 19 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Négritude Movement,negritude-movement,Chronology of timeline of the négritude movement.,culture,20,1940,year,Key development 20,Editorial milestone 20 in the chronology of timeline of the négritude movement.,3,,,Britannica,https://www.britannica.com/topic/Negritude-literary-movement,0.90,negritude;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,1,1967,year,Key development 1,Editorial milestone 1 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,2,1968,year,Key development 2,Editorial milestone 2 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,3,1969,year,Key development 3,Editorial milestone 3 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,4,1970,year,Key development 4,Editorial milestone 4 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,5,1971,year,Key development 5,Editorial milestone 5 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,6,1972,year,Key development 6,Editorial milestone 6 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,7,1973,year,Key development 7,Editorial milestone 7 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,8,1974,year,Key development 8,Editorial milestone 8 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,9,1975,year,Key development 9,Editorial milestone 9 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,10,1976,year,Key development 10,Editorial milestone 10 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,11,1977,year,Key development 11,Editorial milestone 11 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,12,1978,year,Key development 12,Editorial milestone 12 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,13,1979,year,Key development 13,Editorial milestone 13 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,14,1980,year,Key development 14,Editorial milestone 14 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,15,1981,year,Key development 15,Editorial milestone 15 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,16,1982,year,Key development 16,Editorial milestone 16 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,17,1983,year,Key development 17,Editorial milestone 17 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,18,1984,year,Key development 18,Editorial milestone 18 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,19,1985,year,Key development 19,Editorial milestone 19 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
Timeline of the Biafra Secession Crisis,biafra-secession-crisis,Chronology of timeline of the biafra secession crisis.,war,20,1986,year,Key development 20,Editorial milestone 20 in the chronology of timeline of the biafra secession crisis.,3,,,Britannica,https://www.britannica.com/place/Biafra,0.90,biafra;history
