timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,12,1991-06,month,Boris Yeltsin elected president of Russia,The Russian republic gained a powerful rival center of authority.,5,Russia,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,13,1991-08-19,day,Hardline coup attempt begins,Conservatives tried to halt disintegration by seizing power.,5,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,14,1991-08-21,day,August coup collapses,The failure of the coup fatally weakened the Soviet state and Communist Party.,5,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,15,1991-08,month,Republic declarations accelerate,More republics moved toward full independence.,4,Soviet Union,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,16,1991-09,month,Baltic independence recognized,The Soviet center effectively lost the Baltic republics.,4,Baltic states,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,17,1991-11,month,Union structures continue to unravel,Central institutions weakened beyond recovery.,4,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,18,1991-12-08,day,Belavezha Accords signed,"Leaders of Russia, Ukraine, and Belarus declared that the USSR no longer existed.",5,Belavezha Forest,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,19,1991-12-25,day,Gorbachev resigns as Soviet president,The office of Soviet president came to an end.,5,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Fall of the Soviet Union,fall-of-the-soviet-union,"Major political, economic, and constitutional milestones in the collapse of the Soviet Union.",politics,20,1991-12-26,day,Soviet Union formally dissolved,The upper chamber of the Soviet legislature acknowledged the union's end.,5,Moscow,,Encyclopaedia Britannica,https://www.britannica.com/place/Soviet-Union,0.95,soviet-union;politics;cold-war
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,1,1867,year,Wilbur Wright born,The elder Wright brother was born in Indiana.,2,Indiana,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,2,1871,year,Orville Wright born,The younger Wright brother was born in Ohio.,2,Ohio,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,3,1889,year,Brothers enter printing business,Their early mechanical experience developed through small business work.,3,Ohio,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,4,1892,year,Wright bicycle shop opens,The bicycle business helped finance and sharpen their engineering skills.,4,Dayton,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,5,1896,year,Otto Lilienthal's death influences their interest,Glider experiments and aviation literature drew the brothers deeper into flight research.,3,United States,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,6,1899,year,Wilbur writes Smithsonian for aviation information,The brothers began systematic study of flight.,4,Dayton,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,7,1900,year,First glider tests at Kitty Hawk,The brothers began field experiments in North Carolina.,5,Kitty Hawk,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,8,1901,year,Second glider season reveals lift problems,Disappointing results pushed them toward deeper aerodynamic research.,4,Kitty Hawk,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,9,1901,year,Wind tunnel experiments begin,The brothers developed better data on airfoils and control.,5,Dayton,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,10,1902,year,Third glider achieves three-axis control,A practical control system for powered flight emerged.,5,Kitty Hawk,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,11,1903-12-17,day,First powered flight achieved,"The Wright Flyer made the first controlled, sustained powered flight.",5,Kill Devil Hills,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,12,1904,year,Huffman Prairie tests continue,The brothers improved turning and sustained flight near Dayton.,4,Ohio,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,13,1905,year,Flyer III achieves practical flight,"The aircraft reached longer, repeatable, controlled performance.",5,Ohio,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,14,1908,year,Public demonstrations in France and the United States,The brothers proved their achievement to broad international audiences.,5,France and United States,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,15,1908,year,Fort Myer crash kills Thomas Selfridge,A demonstration accident highlighted the risks of early aviation.,4,Virginia,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,16,1909,year,US Army buys Wright Military Flyer,The brothers secured an important military contract.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,17,1909,year,Wright Company founded,The brothers entered the aircraft business more formally.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,18,1912,year,Wilbur Wright dies,Wilbur's death ended the central partnership that changed aviation history.,4,Dayton,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,19,1915,year,Orville sells Wright Company interest,The business phase of the original Wright enterprise changed significantly.,3,United States,,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the Wright Brothers,wright-brothers,"Major personal, technical, and aviation milestones in the history of Orville and Wilbur Wright.",technology,20,1948,year,Wright Flyer displayed at Smithsonian,The aircraft gained a permanent place in the public memory of aviation.,3,"Washington, DC",,Encyclopaedia Britannica,https://www.britannica.com/biography/Wright-brothers,0.95,aviation;innovation;united-states
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,1,1500 BCE,year,Cacao used in ancient Mesoamerica,Early evidence links cacao to ritual and elite consumption in Mesoamerican societies.,4,Mesoamerica,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,2,600,year,Maya cultivate and consume cacao widely,Cacao remained culturally and economically important in the Maya world.,4,Mesoamerica,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,3,1200,year,Cacao circulates in postclassic Mesoamerican trade,The bean continued as a valued commodity and drink ingredient.,3,Mesoamerica,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,4,1502,year,Europeans first encounter cacao in the Americas,Christopher Columbus's voyage brought early European notice of cacao.,3,Americas,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,5,1528,year,Cacao reaches Spain in larger quantities,Spanish imperial networks began transmitting chocolate to Europe.,5,Spain,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,6,1600,year,Chocolate drinking spreads in Spain,Chocolate entered elite European consumption patterns.,4,Spain,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,7,1657,year,Chocolate house opens in London,Public commercial chocolate consumption developed in England.,4,London,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,8,1728,year,Fry establishes pioneering chocolate factory,Industrial-era chocolate production gained an early British base.,4,Bristol,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,9,1828,year,Van Houten invents cocoa press,The press transformed cocoa powder and modern chocolate manufacture.,5,Netherlands,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,10,1847,year,Fry produces first modern chocolate bar,Solid eating chocolate entered the modern market.,5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,11,1868,year,Cadbury launches decorated gift boxes,Chocolate retailing and branding became more sophisticated.,3,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,12,1875,year,Daniel Peter develops milk chocolate with Nestlé's help,Milk chocolate created a huge new market segment.,5,Switzerland,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,13,1879,year,Lindt invents conching process,Texture and quality improved dramatically through conching.,5,Switzerland,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,14,1893,year,Milton Hershey enters chocolate business,An American mass-market chocolate empire began to form.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,15,1900,year,Hershey milk chocolate bar launched,Chocolate became an even more standardized mass consumer good.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,16,1920,year,Global cocoa supply chains mature,Colonial agriculture and industrial processing became tightly linked.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,17,1947,year,Chocolate becomes a postwar mass-market staple,Industrial food systems widened everyday consumption.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,18,1980,year,Premium and artisanal chocolate segment grows,Consumers increasingly distinguished between mass and specialty chocolate.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,19,2000,year,Fair-trade chocolate gains visibility,Ethical sourcing became a larger part of chocolate politics and marketing.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the History of Chocolate,history-of-chocolate,"Major agricultural, culinary, commercial, and industrial milestones in the history of chocolate.",culture,20,2020,year,Bean-to-bar movement becomes global niche industry,Craft chocolate expanded in prestige food culture.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/chocolate,0.95,food;trade;culture
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,1,1814,year,Napoleon abdicates for the first time,The emperor's fall created the political background to Waterloo.,4,France,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,2,1814,year,Napoleon exiled to Elba,The settlement left open the possibility of renewed conflict.,3,Elba,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,3,1815-03-01,day,Napoleon lands in France from Elba,His return began the Hundred Days.,5,Golfe-Juan,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,4,1815-03,month,Napoleon regains power in Paris,The Bourbon restoration collapsed as support shifted back to Napoleon.,5,Paris,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,5,1815-03,month,Seventh Coalition forms,European powers moved rapidly to confront Napoleon again.,5,Europe,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,6,1815-06-15,day,French army crosses into Belgium,Napoleon opened his campaign against coalition forces in the Low Countries.,5,Belgium,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,7,1815-06-16,day,Battle of Ligny,Napoleon defeated the Prussians in his last battlefield victory.,5,Ligny,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,8,1815-06-16,day,Battle of Quatre Bras,Wellington's forces held a key crossroads against the French.,4,Quatre Bras,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,9,1815-06-17,day,Allied retreat to Waterloo position,Wellington withdrew to prepared ground south of Brussels.,4,Waterloo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,10,1815-06-18,day,Battle begins at Waterloo,French and allied armies engaged in one of Europe's decisive battles.,5,Waterloo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,11,1815-06-18,day,Hougoumont fighting intensifies,The struggle for Hougoumont consumed major French effort.,4,Waterloo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,12,1815-06-18,day,D'Erlon's attack repulsed,A major French infantry assault failed against the allied line.,4,Waterloo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,13,1815-06-18,day,British heavy cavalry counterattacks,The Household and Union brigades charged French formations.,3,Waterloo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,14,1815-06-18,day,La Haye Sainte falls late in the battle,Control of the farmhouse shifted during the central struggle.,4,Waterloo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,15,1815-06-18,day,Prussian forces arrive on battlefield flank,Blücher's army decisively strengthened the coalition position.,5,Waterloo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,16,1815-06-18,day,Imperial Guard attack fails,The repulse of Napoleon's elite troops broke French chances of victory.,5,Waterloo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,17,1815-06-18,day,French army collapses in retreat,The battle ended in decisive defeat for Napoleon.,5,Waterloo,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,18,1815-06-22,day,Napoleon abdicates again,The emperor surrendered power after the defeat.,5,Paris,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,19,1815-07,month,Napoleon surrenders to the British,He was taken into custody and removed from European politics.,4,Rochefort,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Battle of Waterloo,battle-of-waterloo,Major military and political milestones leading to and resulting from the Battle of Waterloo.,war,20,1815,year,Second Treaty of Paris confirms postwar settlement,Waterloo helped secure the long post-Napoleonic order in Europe.,4,Paris,,Encyclopaedia Britannica,https://www.britannica.com/event/Battle-of-Waterloo,0.95,napoleonic-wars;europe;war
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,1,1886,year,Gold discovered on the Witwatersrand,Economic transformation deepened tensions in southern Africa.,3,Transvaal,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,2,1895,year,Jameson Raid fails,The failed raid heightened distrust between Britain and the Boer republics.,4,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,3,1899-10-11,day,War begins,The South African War opened between Britain and the Boer republics.,5,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,4,1899-10,month,"Boer sieges of Ladysmith, Kimberley, and Mafeking begin",Boer forces quickly placed key British-held towns under siege.,5,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,5,1899-12,month,Black Week shocks Britain,A series of British defeats exposed the difficulty of the campaign.,5,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,6,1900-01,month,British reinforcements transform the war,A larger imperial army under new leadership arrived.,4,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,7,1900-02,month,Kimberley relieved,British forces broke one major Boer siege.,4,Kimberley,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,8,1900-02,month,Battle of Paardeberg,A major British victory led to the capture of Piet Cronjé.,5,Paardeberg,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,9,1900-02,month,Ladysmith relieved,Another key siege ended in British favor.,4,Ladysmith,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,10,1900-03,month,Bloemfontein occupied,Britain took the Orange Free State capital.,4,Bloemfontein,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,11,1900-05,month,Mafeking relieved,The lifting of the siege sparked celebrations across Britain.,4,Mafeking,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,12,1900-06,month,Pretoria occupied,British forces captured the Transvaal capital.,5,Pretoria,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,13,1900-09,month,British annex Transvaal,The war shifted from conventional campaigning to guerrilla conflict.,4,Transvaal,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,14,1900-12,month,Guerrilla phase intensifies,Boer commandos adopted mobile warfare against British control.,5,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,15,1901,year,Scorched-earth policy expands,British forces destroyed farms and infrastructure to isolate commandos.,5,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,16,1901,year,Concentration camps become major controversy,Camp conditions caused severe civilian suffering and international criticism.,5,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,17,1901,year,Emily Hobhouse exposes camp conditions,Her reports drew attention to the humanitarian crisis.,4,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,18,1902-01,month,Peace talks progress,War-weariness and destruction pushed both sides toward settlement.,4,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,19,1902-05-31,day,Treaty of Vereeniging signed,The Boer republics accepted peace and British sovereignty.,5,Vereeniging,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
Timeline of the Boer War,boer-war,Major military and political milestones in the Second Boer War between the British Empire and the Boer republics.,war,20,1910,year,Union of South Africa created,The political aftermath of the war culminated in a new dominion under British rule.,4,South Africa,,Encyclopaedia Britannica,https://www.britannica.com/event/South-African-War,0.95,south-africa;war;empire
